text,sentiment
"Fucking goddamn stupid @apple @iTunes , ur too fucked up! #JustSayin #iTunes",-1
"Is it just me, who feels #Yosemite eats more battery &amp; Resource than #Mavericks?  @Apple are you reading this?",-1
@whereiscooldude @Cyrus_T_Virus @Apple wait no im okay here but yeah actually we should burn it down,-1
How many of @apple's top apps of 2014 do you have downloaded on your phone? http://t.co/BTOgs1cDGc,0
So cool! @Apple stores will host free 'Hour of Code' workshops on Dec. 11 to promote computer science: http://t.co/HrOHssVtK1 #tech,1
@apple why did you make it so difficult to get help with your products?  I just wasted 45 minutes of my life online and still am nowhere.,-1
Currently on hold with @Apple in Cupertino to try to set up a Genius Bar appointment in Madrid #dontask,-1
"@CadeRageous Thx RT .@Apple Own 2600 digital languages (IP) = NEW #internet Leader,10% of cost of #DIY .@googlenexus http://t.co/sQv0FmaPGO",0
I don't know what you're trying to do @apple but phone updates are turned off. Thanks for letting me 'aware' by error http://t.co/yMyoY61hz5,-1
"YES.  RT @garrett_wollman: No, @Apple, don't 'remind me tomorrow'. Just f'ing TELL ME what the updates you want to install actually ARE.",-1
RT @Sjado: @Listen2Lena 3x bonus airmiles @Apple right now! #airmilesshops,0
@Apple now is your chance with Apple TV.  #Verizon #FIOS is going downhill fast.  They are now using crappy plastic STBs with no displays!,0
These Damn @Apple Commercials Are Getting Worse and Worse,-1
.@apple MacMail on OS X #Yosemite is really giving me a hard time. Is there an alternative email program out there? #YosemiteProblems,-1
"@apple should buy @nintendo and @sega. They'd get emulation, characters, game content/portfolios, brand recognition, and developer contacts.",0
Yeeaaayyy....awesome OS X Yosemite 10.10.1 roccckkkssss m/ https://t.co/cK8wPnN91V @satan_oppa @apple,1
#Russia is selling its banned #SteveJobs #tribute #statue | @CultofMac http://t.co/RPsHWCAr3s #Apple #AAPL #iPhone #memorial #bastards,0
Seems similar to @Apple or @Google doing a cloud backup of my pictures. #OnlineFootprint #ModicumOfPrudence,0
Lol  RT @Ms_BiAnCa_BiSa: @MhDaDon @Apple I haven't decided yet. I might get bourgeois about it,0
fucking @apple are memer FAGGOTS http://t.co/w8hbpxTRCJ,-1
And how about kids?  Do parents need to monitor the @Apple power cords daily to make sure they are still safe?  #AppleCordFire,-1
Will #Apple Inc.'s Profit Margin Continue Upward? | The Motley Fool #aapl http://t.co/oSlDAHbkJP,0
Hey @apple let us get some Star Wars action on iTunes.,0
"RT @BGPublic: Even MORE reason for @Apple to stop using benzene in its manufacturing.

http://t.co/NjdYqwfVAE",-1
"As a die hard @Apple customer, I must say I am truly displeased with the customer service I was given today. #badservice #Apple",-1
@nickruz4 @Apple I can't I just got a new phone /;,0
Thank you @apple #AppleSantaMonica for fixing my friend's phone in less than 2 hours free of charge. You guys are the best.,1
#Winter can be scary but you can stay safe #Winnipeg with our free @Apple app http://t.co/wYJVGqW6qT,0
#AAPL:10 Steve Jobs emails you need to read...http://t.co/82G1kL94tx,0
Imovie screws up my project yet again. I really hate @apple,-1
"Apple Pay And Services Lead To Price Target Upgrade For Apple Inc.  $AAPL #aapl
http://t.co/Ot41TSjQlG",0
90% nd i aint even leave the house yet @apple water u doin fam,-1
"Apple: Facing A Challenge From Google's Android $AAPL #aapl
http://t.co/mpcU3cC4fM",0
The rumoured @oppo R8207 looks very similar to a certain @Apple #iPhone6 http://t.co/eSUoXuE4lr,0
@OneRepublic @Apple does pilot fly with us? ;-),0
@DUNS4Apple @sashametro @Apple Your definition of 'easy' is warped. Thanks for the useless corporate speak.,-1
Pacific Crest's #Apple Analyst Reiterates Selling Some Shares - Forbes #aapl http://t.co/4WRGdhxi0G,0
@Jon_Favreau movie 'chef' so original &amp; well executed. Reminded me of the days Steve Jobs dreaming up @apple and then created the #iPhone,1
"#AAPL:Buzz Stocks: Apple Inc. (AAPL), RadioShack Corporation, and dELiA's, I...http://t.co/OgEzr09gUL",0
@DelenaNian4eva_ @Apple chill?,0
My fix for syncdefaultsd crashing every five minutes and losing preference settings: keep System Preferences open @Apple,-1
"@Apple was fighting a 'never ending battle' against hackers of #iTunes, says chief Eddy Cue in #antitrust trial http://t.co/OlmqSV8R0H",0
"Guys at @Apple, is this serious? #Yosemite full of stupid and ugly bugs. Feeling #sad. (cc @tim_cook,@therealjonyive) http://t.co/42Mjc3SsJE",-1
"#New @Apple [#Apple] #iPhone with 4in screen for #one. (#Sunday, 7 #December) http://t.co/cBdPX3qCVh",0
I have to be honest. My once great fanaticism for @Apple is turning into an equally great dislike.,-1
my iphone 6 FINALLY came after almost 3 weeks don't think I'll forget this @apple,-1
"YouTube Apple TV App Updated With Streamlined Interface, Video Advertisements http://t.co/6AzEBmp83T #AAPL",0
"Apple Plans to Launch iPhone 6 Mini Version in 2015  $AAPL #aapl
http://t.co/CIvVif64xC",0
Danger* but ok @Apple wanna fuck with me,-1
"#iPhone6 sales success gives @Apple [#Apple] best ever UK market position. (#Thursday, 4 #December) http://t.co/HfvAuOzsoX",1
"iPhone 7 Release Date With Top 10 Most Needed Features $AAPL #aapl
http://t.co/6jmAQkj3rj",0
Apple TV fades away in streaming video player market - @Apple #vod #streaming http://t.co/5jYgtiCWlc,-1
@Apple there isn't a puke emoji I'm pissed fix it fat,-1
@GriffinNW @Apple @tacobell I love you @tacobell!,1
Attn @Apple :  Buy these guys &amp; make #AppleTV what it should be. 'Fan TV' Heads for the exit   http://t.co/mCPfhvKilJ via @pkafka,0
Apple Is Warming Up To Social Media: Apple is hiring a social media guru in L.A. Will @Apple finally tweet?Her... http://t.co/lXnHXmdt9S,0
"@NevBackwoods exactly. Come on @apple / other phone companies, get yo shit together",-1
"The difference between @Apple and everyone else, in one photo http://t.co/RXaKDAJrwm via @qz",0
"RT @JPDesloges: Apple to launch 4-inch iPhone next year: Report $AAPL #aapl
http://t.co/x3lzm9bOoM",0
#AAPL:In Their Own Words: Investor Robin Chan Talks About Xiaomi's Lei Jun...http://t.co/kwkPByJ4p7,0
Khloe Kardashian has a black iPhone 6 but I still don't have mine???... @Apple whats going on huh? picking favorites? you biased fucks,-1
"UBS Says Consensus on December Quarter Apple  iPhone Units Could be 10% Low $AAPL #aapl
http://t.co/wao7GqQ411",0
@Apple iSchool? http://t.co/CMo0TsbHpI #education @applenws,0
Props for @apple iTC App Review Team for reviewing metadata rejected resubmission in just 2 hours! Thanks!,1
"@marxculture @AppleUK_ @Apple ugh, I'm no longer a dev, remember? I now wear a suit. Oh wait, I don't like suits :) Yeh I'll probly do it...",0
@apple IOS8 is still shit,-1
"@Apple [#Apple] #Loop: #iPhone6S Rumors, #Steve Job's Garage Myth, iPhone 6C Speculation. (#Saturday, 6 #December) http://t.co/kZ27zJxqhf",0
RT @nicwill30: Shout out to @Apple for making crappy iPhone alarms that don't go off and make me late for my final..,-1
The only reason I have an iPhone is because of iMessage. @apple BRUH make a better battery,-1
"#Verr?cktes #Ger?cht: #iPhone6s zum @Apple [#Apple] Watch. (#Wednesday, 3 #December) http://t.co/mSMQYRTUTO",0
Thanks for pushing me into #yosemite @apple it has been the #WORST so slow and clunky. #cantgoback #misssnowleopard #whathappened,-1
@apple make SD cards so we can add memory to our iPhone because we all know you won't allow SD cards until you profit from it,-1
@Apple announces its top apps of 2014. Did your favourite app make the list? (via @mashable) #AppStore2014 http://t.co/rAaX3Wp3q2,0
RT @DecodedFashion: .@Apple is reportedly hiring fashion-focused staff for its physical stores http://t.co/ZoOnR3u5zV #FTDaily #FashionTech,0
"Why Apple Watch May Be a Luxury Fashion Hit  $AAPL #aapl
http://t.co/e8PoX8RNyx",0
Steve Wozniak Says @Apple Starting In Garage Is A Complete Myth @stevewoz- http://t.co/JyAtqxYwha http://t.co/EaBOxjAoFd,0
Here are the top apps for the iPhone according to @apple http://t.co/6gzv72TrNY #technologya,0
@FastCoExist If you use @Apple congrats you just gave the government permission to spy on you.  #Apple,-1
HATE @APPLE SO MUCH. RUIN MY LIFE,-1
We need more products like .@Aviate Companies like .@BlackBerry &amp; .@Apple need to embrace the customization of quality themes.,0
Foreign Currency Exchange May Be A Headwind For #Apple #AAPL http://t.co/HH6LjnOq0x,0
RT @QueenCleo_92: Why are your phone chargers so terrible @apple Fix this @Jesus,-1
CNBCTV:  #Apple top execs take stand #aapl http://t.co/IeWlOOLdER,0
Why do you hate business so much @Apple?,-1
why does @Apple take so long to send you the password reset email #ipod #apple #soslow,-1
@apple I hate the microphone shit on the imessage please take it the fuck off,-1
Square Launches iOS App for Food Delivery Service Caviar [iOS Blog] http://t.co/l9uaXkPbxU #AAPL,0
Got new cases. :) @apple @applestore @citycreek #slc #citycreek #apple #applestore #red ... http://t.co/eiT3tsudcu http://t.co/BPaOYLImcR,0
"#Rumors #Surface for @@Apple [#Apple] #iPhone6S and #iPhone7 in #2015. (#Wednesday, 3 #December) http://t.co/dC5O4hRKNn",0
Just had to buy a replacement phone charger for my son's iPhone. $40. That's why I'll never buy and @apple product for myself. Just greedy.,-1
Since when did @apple stop replacing iPhone units due to defect? Just because I have some scratches on my phone doesn't mean I dropped it.,-1
@Apple lol. Yea bro.,0
Barclay's #Apple Analyst Joins The Crowd And Increases Price Target - Forbes #aapl http://t.co/6Z1DwxeCpE,0
7 awesome paid #iPhone and #iPad apps that are free for a limited time via @BGR #aapl http://t.co/AAAkSIIgP0,1
@OneRepublic @Apple Ooh my god,0
"Will Apple Inc.'s Profit Margin Continue Upward? $AAPL #aapl
http://t.co/mK7jx2SlhF",0
Hey @Apple what the hell is this hahaha http://t.co/r1Uspl8dHn,-1
THIS 16GB IS GOING TO KILL ME. IM THIS CLOSE TO TAKING A SHIT ON MY PHONE @Iphone @apple,-1
@ProfessorF @Apple @HP I am a bigger fan of the @LGElectronics G Watch R.,0
STUPID FUCKING IPHONE CHARGERS ARE STUPID AND BREAK TOO EASY FUCK YOU @APPLE,-1
Shout out to @Apple for making crappy iPhone alarms that don't go off and make me late for my final..,-1
@apple fuck you bitches my phones abrick and stuck on the apple logo,-1
"@Apple #iOS8 Notification Center is a pain in the ass: No way to sort, no way to dismiss all notifications, and hitting that [x] on each app",-1
It took just one month for the #iPhone6Plus to become the king of #phablets... @Apple is king! #Jobspring #technews http://t.co/mAoSN8Hrrs,1
Worst thing I ever did was update the software on my computer. This update is trash @apple,-1
yea let me just pay 600 dollars for phone so it dies at 30% fix your shit @apple,-1
RT @saxonidubom: @rwang0 @Apple Thanks...thinking of upgrading.,1
.@apple why do your computers like to crash on dead week before finals?,-1
How to save a ton of money when you buy your next #iPhone via @BGR #aapl http://t.co/x35kXHBv0E,0
iPad Mini First Time Startup!: http://t.co/vGHN798zzs via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unbox,0
Most Recent Apple Inc. Lawsuit Hurts Share Price http://t.co/olF6IGu65g #AAPL,0
"#Apple lower following cautious Pac Crest, Deutsche notes #AAPL #CRUS http://t.co/QeSxIwzUIK",0
@caseypieper @TheWeldingRoom @Apple @Monster @redbull I heard Monster was the hebrew devil. lol,0
Why the fuck is there a 'recently deleted' photo album? @Apple,-1
Wtf @apple y'all shit be cheap. http://t.co/jeOimq3HNA,-1
I am feeling creatively stifled by the current emoji selection @apple,-1
"Apple Opening Advanced R&amp;D Center in Yokohama, Japan http://t.co/RGTBpPywqJ #AAPL",0
Every student deserves a chance @apple #connected #txed,0
Is Apple The Most Important Stock On Earth?  http://t.co/1X62rp5R8y #aapl http://t.co/3YtD8Iz62i,0
@Apple I had a power cord problem- under warranty. You said it would be fine. It isn't. And now you won't replace it? http://t.co/fW3BoW53dj,-1
I just had 40% now I have 8% wtf @apple,-1
RT @QueenCleo_92: Why are your phone chargers so terrible @apple Fix this @Jesus,-1
@SheLovesQuez @Apple you must not like em,0
So @apple wouldn't fix my phone and claims that I didn't tell them to screen was fucked.,-1
REPORT: #Apple Wants Fashion And Luxury Experts To Help Sell The #AppleWatch #aapl http://t.co/I1UpTiCF0i http://t.co/rorXfmpPSk,0
@THE_HIIT_COACH We'll use it. But we know that feeling only too well of waiting for your app to be approved by @Apple #LikeWatchingPaintDry,0
@Apple store #nyc I am honored to be here. #travel http://t.co/JnbCd79z1b,1
Even the @Apple #NYC flagship store wasn't spared a visit from the #EricGarner protests @verge: http://t.co/xEuDG7rAN7,0
"Early Movers: ANF, TJX, TGT, LYV, #AAPL &amp; more: These are the stocks posting the largest moves before the bell. http://t.co/Rwjm3lpzRN",0
"Dear @Apple all I want for Xmas is for iOS 8 to stop crashing my iPad.  Signed, Cindy Lou Who of Whoville #apple",-1
@apple @drdre next big thing. Wireless earbuds. Aka earplugs with sound. Soundplugs,0
iMessage isn't working thanks @apple,-1
@apple DUCK OFF,-1
"Today's Show On Demand features @LawyerPeteSchulte on #PoliceBodyCameras; @Apple opening in #Toledo, &amp; Hot 5 at 5! http://t.co/rKHubWeRjX",0
"Dear @Amazon, if @Apple could do it, you can too! http://t.co/l9vbG8JXcL",0
"@wastwater1 l agree with you, they're about as robust as a chocolate fire guard @Apple @traffordcentre",-1
'Not a book on how @Apple or @Starbucks grow global brands. This is your book on how to grow your #stickybrand ' http://t.co/aJt29u9Bt1,0
@MhDaDon @Apple I haven't decided yet. I might get bourgeois about it,0
"dear @apple, 

why oh why do I have to baby sit copying files in the POS Finder? it's not like copying files is hard. oh wait, it's you.",-1
@CHAYILTrading #ChartOfTheDay Apple #AAPL http://t.co/QRVLWmGw1Z,0
RT @ColtonObrian: My phone died on 23% @apple what the fuck is this,-1
Apple ! @apple http://t.co/tCfTmuauMY,0
@whereiscooldude @Apple I kind of thought that before hand,0
but when is @apple gonna let me italicize,0
Short Menu 3.1 now live in the @apple #appstore. @floschliep,0
What if @Apple bought Telsa? Talent is key. Cook has access to Musk's bright mind on a permanent basis. Read more: http://t.co/nxhkHTGJ4L,0
"RT @JPDesloges: Apple mass transit system for Maps detailed in new patent $AAPL #aapl
http://t.co/YhwWoUBR3Q",0
@waywardhem @Apple I totally agree,0
@tim_cook @therealjonyive #iosissues @ios8problems @Apple More issues. Now safari. I want jobs quality control back. http://t.co/W2754JV0dI,-1
@agiletortoise Once again @apple is inconsistent with app rules to maintain their Plausible Deniability. Sorry to hear that Greg @draftsapp,-1
Hope @Apple &amp; #iOS will allow compact views for 3rd party keyboards like #SwiftKey and #Swype do on #Android.,0
just need @apple to come out with a charger cord that keep a charge &amp; don't fall apart http://t.co/VZ8HDbMzlu,-1
Will #Apple and #Facebook Crush #Google? | The Motley Fool #aapl #fb #goog http://t.co/Me8RLrIoDf,0
I love my #iphone6 @apple #MobilePhone http://t.co/5AJVSQXGDn http://t.co/kLwBBWIp0o,1
Day 12 without access to my @iTunes passwd. Apple 'working on it'. No new apps or calendar. @apple ecosystem has achilles? Your move @google,-1
Since Steve jobs left this world.. I have been having problems with my: #iphone5 #ipad2 #G5macpro @apple is done.. http://t.co/E4YLHjtK93,-1
fuck u @apple,-1
Feed My Ego (Futter Mein Ego) iPhone 4/4S Tough Ca  COMPUTING &amp; COMMUNICATION  Melasdesign http://t.co/jbVgROMp3p @cafepress @iphone @apple,0
god dammit fuck you @apple,-1
RT @ppropp: Our buddies @ArccosGolf are at eye level in the @apple store #startups @ctnext @StamfordiCenter #nice http://t.co/r3j9yZ5G8u,0
@tim_cook Not happy with @Apple @AppStore Backwards compatibility should be a given.  It is for my other apps why not Aperture?? Money Grab?,-1
@Apple store on 5th ave http://t.co/oIxg0YpFn9,0
"Here are @SFBJEditor 5 things to know today, including who is hoarding the @Apple #iPhone6 http://t.co/lwacRDp3vU",0
@MacRumors @kellyhodgkins I believe it I bought an @amazon Fire TV for $69 @Apple You've lost another customer,-1
T-MOBILE/IPHONE LTE PHONE CALL WORK-AROUND http://t.co/rctGxbHpJH #iPhone6 #TMobile #Apple @apple #tech #smartphone http://t.co/nBlIiAW1JU,0
The 10 Most Important Differences Between #Macs And #PCs #aapl http://t.co/vSxUcX6vyx http://t.co/97huQ31qPT,0
"@Apple Sales@ IMac 24inch 2007 updated with Yosi... great family device, refurbished.. 鶯330.00 3 Month Warranty... http://t.co/hJ3fM4MxmN",0
"Morgan Stanley Sells #Apple Inc., but #AAPL Stock Still a Buy: #aapl stock news Morgan Stanley Sells Apple Inc... http://t.co/Q20LTF26Uz",0
RT @abdinsyakirin: '@apple : Hey you wanna use iFon Siks? Jas follow @rizalscandal and u will get it! ',0
"In emails, Jobs determined to keep iPod Apple-only  $AAPL #aapl
http://t.co/JwK4grA7Zq",0
Steve Jobs Predicted Future Of E-Commerce Back In 1996 &amp; Got It Exactly Right! http://t.co/w7q2G2SCbH via @sai #ecommerce #AAPL,1
@pwilke @google @Apple @facebook ughhhh can @uber just see itself out already.,0
IM SICK OF YOUR FUCKING SHIT @apple,-1
"EU: Nice iPhone ya got there. Pity if something were to happen to it.
http://t.co/vpn1gWZi2r @Apple @applenws @iPhone_News",0
I could really kick @apple 's ass. This iPhone 6 battery sucks moldy dick on a Tuesday night ! Worst shit ever. Only last 4 fucking hours.,-1
RT @unstanningzarry: my phone keeps fucking freezing @apple,-1
MasterCard Teams Up With Gwen Stefani to Promote Apple Pay and 'Priceless Surprises' http://t.co/8SqKEuVjp5 #AAPL,0
.@Apple USE THIS 4 UR NEXT AD #funconvo http://t.co/rjPyqmFlWa,0
"RT @Republican_Priv: @OneRepublic @Apple Take us down and we keep trying,
Forty thousand feet, keep flying",0
"JMP raises Apple price target from $130 to $150, reasons why here: http://t.co/XOTExD9Y4o  #JMP #AAPL #Stocks #WallStreet",0
.@Apple patents new reflex drop technology for #Mobile devices|learn how this could come in handy #MobileDose http://t.co/BSGtvfPc5B,0
dear @Apple get your shit together,-1
@Apple Pay = Compuserve | BTC = the internet,0
Loving my @apple #iPhone6Plus even though I've hyperextended my thumb reaching for the top Apps #thestruggleisreal,1
Could #Apple Inc. Sell 24 Million #AppleWatches in 2015? | The Motley Fool #aapl http://t.co/JA0hy8d4U3,0
. @apple why is my computer so slow,-1
"@Apple [#Apple]'s #IPhone6Plus captures Christmas at the #White House. (#Friday, 5 #December) http://t.co/4EXisKMcMV",0
"Apple Hiring Maps Engineer to Work on Improved Community Crowdsourcing, Siri/Passbook Integration http://t.co/0zAAAPH873 #AAPL",0
First @Apple employee: The remarkable odyssey of Bill Fernandez via @techrepublic  http://t.co/Kj4GDYMrqw,0
#AAPL:5 companies growing faster than Apple...//rss.cnn.com/~r/rss/money_latest/~3/n1Ps4CmqWL4/index.html,0
"Apple: $115 fits to 8.4% increase in earnings. Use 2014Q3 EPS=$1.42 in  #free IOS App Donkey Stocks. #AAPL
https://t.co/8CBUgrEHZS",0
@Jman98jlb @San0529 my phone does it automatically for some reason. Kinda dumb. Thanks @Apple,-1
dang this phone fuckin sucks. fuck you @apple!!! piece of shit iPhone man. y'all disappoint me.,-1
"My phone died at 8%, why would you let this happen @apple?",-1
@apple @iBooks is awesome. Thank You!,1
"In case of accident, stay safe with our free @Apple app #Winnipeg http://t.co/wYJVGqW6qT",0
@dougluberts @drakecraytel @Apple it is a universal problem with 128gb models. Some people think there will be a total recall.,-1
#AAPL:Exchange iPhone for Passport and Receive Up to $550...http://t.co/dIskJKI4Ch,0
@apple and @VerizonSupport the support I received for my iPad tonight was ridiculous going in circles with no solution smh,-1
"Updated to Yosemite on two machines. Both are now painfully slow. Thanks, @Apple.",-1
"@sacca If #simplicity was hard to charge for, why is #AAPL the most valuable company? #ipad",0
"Ha, poor @apple trying to make its iPad and MacBook look useful in its commercials. Not even close to the power of @surface Pro 3",-1
Jeff Daniels in Talks to Play Former Apple CEO John Sculley in Aaron Sorkin's Steve Jobs Movie [Mac Blog] http://t.co/qg1CP2ozaW #AAPL,0
We're so excited to be named to @Apple's 'App Store Best of 2014' list this year! http://t.co/d7qlmti4Uf #Apple,1
Is there ever going to be a moment y'all are going to fix the battery? Mine goes from 100% to 22% in an hour. @apple,-1
#Apple in the Dock: $1 Billion Antitrust Claim Casts #SteveJobs as Conspirator #aapl http://t.co/qZaTiTlR26,-1
"Tim Cook Shows Off Apple Watch to Chinese Internet Official, Discusses Security Issues http://t.co/4nrcjqs75m #AAPL",0
@Econsultancy on @Apple: the #customer #journey from #search to #checkout https://t.co/wKiiSW3oS6 #CX #UX #ecommerce #casestudy,0
"HOW TO: Make a realistic, song-length drum track using @apple Logic Pro X Drummer: http://t.co/5o26s4ZrqC #ProAudio http://t.co/PNlkoLdie6",0
@apple @verizon where the fuck is my phone it shouldn't take this long.,-1
"Happily, @apple restored my faith in them today at their Arndale Store following my earlier complaint.",1
"@jengolbeck @Apple introducing iGlove, an Apple product allowing one to single-handedly operate an iPhone 6.",0
Phone just died while it was plug in. @apple what the hell?,-1
#AAPL:Apple's iPhone 6 China Unicom Lead-Times...http://t.co/UGTZfd2Huj,0
"@OneRepublic @Apple Hahha All Apple Users have the Same Problem /

Low Batteries..",-1
Lets go shopping!!! @apple http://t.co/uTFUHuoJIi,1
@jakeflem @Apple Try booting while holding Command R and see if you can do a disk repair,0
"Steve #Wozniak on #Apple, the Computer Revolution, and Working With #SteveJobs - Businessweek #aapl http://t.co/DvUBLAZ9x4",0
#iPhone5s is the best mobile that I have had. That's easy It is only that works and It is wonderfull! Thanks @apple @tim_cook,1
"Watch the weekend's new TV ads from @RadioShack, @Apple and more http://t.co/cKdkibI6PL",0
@kaitlynpearle @Apple get android,0
"RT @elnuevoherald: Steve Jobs, clave en juicio contra @Apple 
http://t.co/IcEOFgkm1q http://t.co/eDiR5Mahxn",0
So @Apple just gave me a huge middle finger to the face,-1
@stevewoz @Outback Its good to see you doing these videos on apple ii and doing possible @apple related projects is all very exciting.,1
"iPhone 6 Shipping Times Drop to 3-5 Days $AAPL #aapl
http://t.co/7BU5WzQ1EE",0
Lol dying @apple http://t.co/EP8hQb2O2H,0
"'@OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/QjxG0DilPO'",0
CNBCTV:  #Chromecast beats #AppleTV #aapl http://t.co/uX3vYSzHhu,-1
I'm learning all about Apple at @Influenster! @Apple http://t.co/CKyptDnrtg,0
RT @mkschuster: . @apple why is my computer so slow,-1
CNBCTV: Buy #Apple's pullback? http://t.co/nlu6irYKVL #aapl,0
@apple please make an iflipphone,0
RT @smartoutsource1: @Apple #iPod lawsuit will reveal unseen Steve Jobs video http://t.co/nEF5qOGbHE,0
"When a company is playing catch-up, it lost its innovation momentum. Sorry @apple http://t.co/jSDeyIpnek via @tomshardware",-1
Who knows someone that works or has worked @apple in Cupertino? #bayarea #techies,0
.@Apple patents new tech that shifts #iphone's center of gravity during falls so it lands with minimal damages. http://t.co/Keq4BpXQDU,0
. @apple I don't think the '59' should be so close to the '00' when setting an alarm on an iPhone. Many times I have fallen victim to this.,-1
Is now a good time to switch to @Apple #iCloud Drive ? http://t.co/XdSZpusYWq,0
Way to stay relevant RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/mptcggWZO1,0
Update: #Apple's #HealthKit Seeing Early Adoptions #AAPL http://t.co/dtJI2hNtoq,0
All my Apps on @apple #ipodtouch5thgen http://t.co/cRhwdbSxSx http://t.co/UNpPU4zrRq,0
@losskitty @Apple its always like that with new products from apple,0
@styIesburn @Apple DOIS,0
@YouKantFindMe @Apple kashka and clave own your mind,0
1 in 10 US iPhone 6 owners have now used @Apple Pay - report  http://t.co/JkiQUH9i86,0
"#iPhone6 users complain to @Apple [#Apple] about front. (#Wednesday, 3 #December) http://t.co/PiCjZ3u6us",-1
@Apple @DonorsChoose @BestBuy Help me reach my goal.,0
"@nheagy @apple needs to stop auto arranging the home screen, and allow users to position apps wherever they want.",-1
@marxculture @AppleUK_ @Apple Yeh was thinking of doing exactly that. Just wanna install decent unix on ok hardware &amp; live happily everafter,0
@Apple I h8 everything about u,-1
im so pissed i plugged my phone in overnight but it didnt charge fuck u @apple,-1
"85 Ideas from 85 Years: Microchips, @google , @Walmart, @apple, junk bonds, the Pill and Singapore make the list. http://t.co/515obKajDK",0
"WTF @Apple, synching notes or iCloud pages is unusable. It used to be easier.",-1
RT @dbreeeezy_: so with ios8 u can delete a contact but its not actually deleted fml fuck u @apple,-1
media reports say that @Apple is hiring pros from the fashion and retail industry - #wearabletechnology is fashion http://t.co/IVWpWzgUp7,0
@Apple why isn't there an otter emoji,0
"RT @JPDesloges: How Apple Will Boost Profits During the Holiday Quarter and Beyond $AAPL #aapl
http://t.co/lHsL5ORJS7",0
"RT @_Jamelia_: Dude, @apple is all over the marketing for beats. They have a great marketing team at apple.",1
@twitter @facebook @AlibabaTalk @google @Apple n more in race to win payments? What's future of #payments start-ups? @microsave @FinTechHub,0
RT @jopocop: BloombergTV:  #SteveJobs Testimony to Play Key Role in #iPod Trial http://t.co/vVRrZZMUdL #aapl,0
1st quarter ? RT @Ms_BiAnCa_BiSa: @MhDaDon @Apple next year,0
another fucking software update? really? @apple,-1
@_emilymahon @nosheenh2oo9 @Apple shut the hell up,-1
So so sooooo annoyed. Did the restore from my back up and lost my voice mails. I needed to keep those. Thanks a lot @apple,-1
.@apple fix yourself http://t.co/l1VsGFaQib,-1
@apple @stevejobs @iTunesMusic yooo fam it's been 48 hours where's my email back I need that @JColeNC album when it drops,-1
"Apple:Dec 9 Trading Daily Profit $3.48/sh, Weekly Profits of $6.26/sh  #aapl #Stockaction #trading #Stocks #MKt  
http://t.co/UWiS8GwJ17",0
#WearableDevices To #Consumers : You're Putting Me On - http://t.co/2eSSgN5Wsv #IBDNews via @IBDinvestors  #aapl #nke #grmn #amba #invn,0
@angelicaxpham does it look like i fucking have 12 days @apple,-1
@sashametro Its the iupdate process that is so incensing. what rubbish. Hopefully @apple will be irrelevant again soon.,-1
"Apple MacBook (鶯949.86)
http://t.co/f5IHhOnzHM
@office_nerd @apple
#tech http://t.co/dWX2Q7sS6F",0
RT @FrankThePilot: can we get a touch screen macbook @apple,0
Mark #Zuckerberg Slams Tim #Cook: You Don't Care About Your Customers #fb #aapl http://t.co/HWDmpRoIgT http://t.co/58j6KPMIlI,-1
Check out our Founder @gernieb views on @Apple &amp; @facebook #EggFreezing benefits for female engineers: https://t.co/vHZ1RcNWru #WomenInTech,0
Safari just crashed on me and I didn't have any tabs open wtf @apple,-1
#xcode #AAPL - source kit crash in swift - getting annoying now.,-1
I love my phone so much thank you based god @apple,1
@justinbieber @apple get on it,0
"New @apple problem. At airport. Boarding pass on phone. Held up to scanner at security, and my #ApplePay credit card takes over screen.",-1
RT @spencerescott: Have Apple's iPad Sales Peaked? #AAPL http://t.co/zDUTviV8ys,0
"Apple: Kantar's Data Points To A Huge December Quarter $AAPL #aapl
http://t.co/kQvqbBr5Aa",0
more* fuck you @iphone @apple,-1
@SwiftKey @Apple too bad all third party keyboards on iOS are buggy as hell and therefore completely unusable. Undeserved.,-1
"APPLE - Fibonacci Technicals Levels - LAST  Intraday  Update - $AAPL #aapl 
http://t.co/OeYEqn72er",0
the fuck kinda gay shit you print in the fucking ketosis @apple,-1
@apple #apple #iphone @iphone #iphone4s #iphone4problems  SOMEONE FUCKING HELP ME SOMEONE WHO WORKS AT APPLE FUCKING HELP ME DO UR JOB CUNTS,-1
I hate you so much @apple @macs,-1
Apple Inc. vs Google Inc: The Battle Of The Tech Giants http://t.co/eQx6S6fxtP #AAPL,0
"JMP Securities Thinks Apple, Inc. Is Going to $150: Time to Sell? http://t.co/0K1VgDqHqE #AAPL",0
Attention @apple! Your free iPads would go faster if your emails didn't go straight to junk folders. #sortitout,-1
@umo_games @Apple thanks for the info. Genius was able to get the computer booted by forcing the discreet video card on boot,1
Why @Apple Needs #China to Love the #AppleWatch (AAPL): http://t.co/psajA2okfM via @themotleyfool #Wearables #WearableTech #Apple,0
"#apple to expand #retail in #India by opening 500 new stores.

@Apple http://t.co/rzhMzoQE1v",0
